CaseOrder,Population_Within_A_Mile,Children_Count,Age,Income,Churn,Outage_Seconds_Per_Week,Email_Sent_To_Customer_Count,Technical_Support_Contacted_Count,Yearly_Equip_Failure_Count,Is_Techie,Has_Port_Modem,Has_Tablet,Has_Phone_Service,Has_Multiple_Lines,Has_Online_Security,Has_Online_Backup,Has_Device_Protection,Has_Tech_Support,Has_Streaming_TV,Has_Streaming_Movies,Has_Paperless_Billing,Tenure,Avg_Monthly_Charge,Avg_Bandwidth_GB_Usage_Per_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Never Married,Marital_Status_Separated,Marital_Status_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Contract_Term_Month-to-month,Contract_Term_One year,Contract_Term_Two Year,Internet_Service_Type_DSL,Internet_Service_Type_Fiber Optic,Internet_Service_Type_None,Payment_Method_Type_Bank Transfer(automatic),Payment_Method_Type_Credit Card (automatic),Payment_Method_Type_Electronic Check,Payment_Method_Type_Mailed Check
811,4059,1,49,25435.29,1,12.9775086,11,4,0,1,0,0,1,0,0,1,1,0,0,1,1,8.294910436,182.460772,1048.128938,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
812,26607,1,45,33809.72,0,3.9083651710000002,13,1,1,0,0,1,1,0,0,1,0,0,1,0,1,29.10639477,127.458638,2678.418264,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
813,895,1,39,98173.49,1,6.483393995,15,1,0,0,1,0,1,0,0,0,0,0,1,1,0,5.786960464,207.609354,993.8801153999999,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
814,116,0,52,6990.37,1,5.729464009,15,1,2,0,1,1,1,0,1,1,0,0,0,0,0,19.70266217,117.46859099999999,2268.392356,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
815,0,2,42,29345.58,0,7.450205641,14,0,0,1,1,0,1,0,1,0,0,1,0,0,0,4.455386749,95.005709,610.2580075,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
816,27073,0,29,21616.35,0,14.37269379,14,2,0,0,0,0,1,1,1,1,0,1,0,1,0,9.44860885,217.47019500000002,1243.779967,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
817,1815,1,52,29736.31,1,3.461555254,7,0,1,0,1,0,1,1,0,0,1,1,1,1,0,4.986528165,245.14696899999998,1460.586413,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
818,28558,2,80,10670.46,0,10.13650144,7,0,0,0,1,0,1,0,1,1,1,1,0,1,0,12.00858052,177.48762,1774.5867260000002,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
819,1372,0,83,15842.09,0,6.69907945,13,1,0,0,0,0,1,0,0,1,0,1,1,0,0,10.26390461,172.44408,1022.5160529999999,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
820,11561,2,73,41717.46,1,7.544577618,10,2,0,0,0,0,1,1,1,1,0,0,1,1,1,1.5253431030000002,232.65203799999998,805.1476345,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
821,110,0,34,29907.64,1,9.891516764,12,1,0,0,1,1,0,0,0,0,0,0,0,1,1,11.78880203,147.442069,1173.669727,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
822,33168,4,82,12482.52,1,10.39942085,14,0,1,0,1,0,1,0,0,1,0,1,1,1,1,24.19132114,242.61427999999998,2551.5796609999998,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
823,2498,9,23,12072.44,1,7.0103981189999995,12,0,0,0,1,0,1,1,0,1,1,0,1,0,1,14.37727698,172.487091,2033.164639,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
824,4102,3,64,47300.07,0,12.47369418,16,0,2,0,0,0,1,0,0,0,1,1,1,1,1,1.1283354429999999,212.64145499999998,1094.729266,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
825,318,2,47,42440.36,1,14.81572883,14,2,0,0,1,0,0,0,1,1,1,0,1,0,1,5.691421867000001,154.975543,1396.977223,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
826,1516,3,37,35223.63,1,7.647106163999999,7,0,2,1,0,0,1,0,1,1,1,0,1,0,0,6.492246879,154.975543,1526.1661390000002,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
827,845,0,84,87580.83,1,9.746705702,15,0,1,0,1,0,1,1,1,1,1,0,1,0,1,3.831221517,207.481057,767.1879493,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
828,1499,2,45,24608.16,0,12.19720019,12,0,0,0,1,0,1,0,1,0,1,0,0,0,1,11.08306586,127.49576599999999,1224.3025300000002,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
829,353,1,20,32011.39,0,14.34937361,13,1,0,0,1,0,1,0,0,0,0,0,0,1,0,7.48578642,127.44206899999999,1311.2698050000001,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
830,76973,1,56,78944.18,1,9.263624334,17,2,0,0,0,0,1,1,0,0,1,1,1,0,1,8.654535873,194.976769,1120.116258,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
831,225,4,80,21878.12,0,11.0781516,17,2,0,0,1,0,1,0,0,1,1,0,0,0,0,5.1790041239999995,114.99756399999998,623.8543707,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
832,14796,1,76,29005.1,1,11.97165632,14,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1.440416687,207.638588,635.4288732000001,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
833,4711,1,79,14715.35,1,9.812128627,15,1,1,0,0,0,1,1,1,0,0,1,1,0,0,7.542749465,184.97151599999998,943.6675679,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
834,4990,1,18,3401.06,0,11.05079611,14,0,2,0,0,0,1,0,0,1,0,1,0,1,0,4.6073363160000005,182.446995,766.7921091,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
835,945,1,19,45181.91,1,13.9416954,11,0,0,0,0,0,1,1,0,0,0,0,1,0,0,6.28842083,169.944668,958.0823564,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
836,24416,0,47,51909.42,1,10.13282402,11,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1.532973151,220.132293,720.5035962000001,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
837,61509,0,56,20070.17,0,6.486151577999999,11,1,1,0,0,1,1,0,1,1,0,0,1,0,1,15.74763468,142.452604,2044.73861,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
838,35349,10,19,23299.98,0,10.09307939,16,1,1,0,1,1,1,0,0,0,1,1,1,0,1,23.956929000000002,129.994975,2653.32821,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
839,1028,2,24,34292.78,0,16.16759956,9,2,0,0,0,0,1,0,1,1,0,0,0,1,1,9.073819276,139.97923899999998,1214.758985,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
840,0,3,57,37119.33,0,5.64473528,11,0,0,0,1,1,1,1,0,0,1,0,0,0,1,4.310152223999999,157.48359399999998,575.2472429,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
841,92,0,65,28056.39,1,7.637291768,12,2,0,0,0,0,1,0,0,0,0,1,1,1,1,19.76529476,200.118516,2441.022927,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
842,1029,1,43,6169.09,0,7.335113752000001,14,1,0,0,0,0,1,0,1,0,0,0,0,1,1,17.71637154,149.959755,1732.013844,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
843,5622,4,70,14219.58,1,11.16404955,12,0,1,0,1,1,1,0,0,1,1,0,0,1,1,17.37839741,182.460772,1815.9129,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
844,1916,2,60,48525.16,1,8.096814587999999,14,1,0,1,1,1,1,0,0,0,1,1,1,1,1,5.130341596,212.64145499999998,1404.9748880000002,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
845,868,0,62,42076.21,0,7.428239784,15,3,1,0,1,0,1,0,1,1,0,1,0,0,0,6.588311936,149.977753,751.8733285000001,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
846,8376,1,22,69595.62,0,13.52402765,7,2,2,0,0,0,1,0,1,1,0,0,1,0,1,4.2221223939999994,129.976324,829.1270366,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
847,5924,4,65,12476.49,0,8.588524095,11,2,1,0,0,0,1,0,1,0,0,1,1,0,0,10.81273093,152.466002,1277.906866,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
848,2205,5,86,71049.68,1,12.28484802,13,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1.078815111,142.48269399999998,853.3942120999999,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
849,16888,0,44,80844.48,1,6.325988402,8,1,0,0,1,0,1,0,1,0,1,0,1,0,1,7.161869147000001,132.479779,1371.7389449999998,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
850,24615,2,27,22864.34,0,12.50317843,11,0,1,0,0,1,1,0,0,1,1,0,0,1,1,4.3133772619999995,149.984492,824.8053884999999,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
851,873,0,22,58126.33,1,16.58995671,17,1,0,0,0,0,1,1,0,0,0,0,1,1,1,11.38490458,240.11486800000003,1549.466596,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
852,40337,1,83,47218.76,1,13.27497461,11,2,1,0,1,0,0,0,0,1,0,0,1,1,1,26.01552533,230.105118,2601.095159,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
853,3052,9,23,4064.62,1,8.461468748,17,0,0,0,1,1,1,0,0,0,1,1,1,0,0,4.7845826460000005,129.994975,1038.4883029999999,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
854,30589,1,81,24829.93,1,13.12937988,11,1,0,0,0,0,1,1,0,0,0,1,0,1,1,5.1107181310000005,159.98046499999998,579.4447417,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
855,321,1,79,69238.83,0,8.023586737,9,3,0,0,1,0,1,0,1,1,0,0,0,0,1,8.802527803,117.46859099999999,1317.520342,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
856,35603,1,18,11969.69,1,8.023097117,6,2,0,0,1,0,1,1,1,0,1,1,1,1,1,4.6677033980000004,247.66465499999998,1621.139508,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
857,249,0,43,9124.29,1,14.87070352,10,3,1,1,0,0,1,1,1,1,0,1,0,1,1,7.455148937000001,184.993915,1116.825249,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
858,14026,0,18,27405.08,0,10.3803815,9,2,3,0,0,0,1,1,0,0,1,0,1,0,1,4.475652318,162.46760700000002,1233.62831,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
859,3574,2,83,17280.24,1,10.65786656,11,1,0,0,0,0,1,1,1,1,1,0,1,1,1,17.28550612,277.651257,2195.9148010000004,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
860,622,4,55,37330.86,0,10.52752198,8,0,0,0,0,1,1,0,1,1,0,0,0,1,1,2.2842070569999997,172.45551899999998,618.3644109,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
861,4250,3,61,32389.5,0,10.67064745,14,2,2,0,1,0,1,0,1,0,0,0,0,1,0,5.028564472,149.959755,698.7845202000001,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
862,1457,0,54,26728.25,0,13.371381900000001,8,4,1,0,0,0,0,1,0,0,0,1,0,1,1,11.09808176,172.45674499999998,1541.269223,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
863,3738,4,51,67100.14,1,6.780313334,16,0,0,1,1,1,0,1,0,0,1,1,0,0,1,2.010353461,169.992756,441.5863902,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
864,163,4,81,26763.52,1,10.65970319,14,1,0,0,1,1,1,1,0,1,0,0,1,0,1,5.240131023,172.44043200000002,1221.696817,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
865,6915,1,23,24147.42,0,10.60676299,15,0,1,0,1,1,1,1,1,0,1,0,0,1,0,3.414733275,194.98820800000001,868.9523115000001,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
866,19936,1,61,18653.61,1,10.60701919,6,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1.901532614,235.141716,1215.412022,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
867,8704,5,48,37922.51,1,8.441465412000001,13,1,0,0,1,1,1,0,0,1,0,1,1,1,0,5.541384803,242.61427999999998,1212.756335,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
868,26147,2,58,23330.47,1,10.79373083,16,1,0,1,1,0,1,0,1,1,1,0,0,0,1,5.62805389,117.51525,828.6984603999999,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
869,1634,1,63,38378.12,0,19.08168517,14,2,0,0,1,0,0,0,0,1,0,0,1,0,1,8.791194482,127.458638,1040.933456,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
870,51582,0,78,2978.04,0,12.13409749,17,2,0,0,0,0,1,1,0,0,0,0,0,1,1,3.11643578,179.947583,473.05159060000005,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
871,19858,0,34,9441.99,1,11.11012751,10,3,1,0,1,0,1,0,0,1,0,0,1,0,1,2.086431077,139.93491799999998,922.2958319,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
872,4180,6,66,34901.12,0,11.31808678,10,2,0,0,0,0,1,0,0,0,0,1,0,0,1,12.84560044,92.488023,1266.982166,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
873,838,0,32,13359.18,1,8.925549447,10,1,1,0,1,1,1,0,0,0,0,1,1,0,0,2.704019894,117.47203600000002,476.29578089999995,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
874,780,0,55,20761.43,1,10.01977372,10,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1.656338685,187.481057,1097.557516,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
875,797,3,32,21486.46,1,5.349482623,8,1,0,0,0,1,1,0,1,1,1,0,1,1,0,14.89720747,225.145743,2539.76136,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
876,265,3,69,36233.87,1,9.530649932000001,10,2,1,0,1,0,1,0,0,0,1,0,0,1,0,8.735757967,159.965008,1068.5435220000002,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
877,9177,10,51,22120.88,1,10.06967038,14,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1.161803984,255.141716,1004.100502,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
878,4478,5,39,40725.32,1,10.27136063,17,2,0,0,0,1,1,1,1,1,0,1,0,1,0,13.76871228,184.993915,1801.182918,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
879,91,2,30,44831.61,0,12.24849045,9,2,0,0,1,1,0,0,0,1,1,0,0,1,1,18.66504433,149.984492,1990.914106,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
880,469,2,38,36574.2,1,4.771959745,10,1,0,0,0,0,1,1,1,0,0,0,0,1,0,13.01023159,182.465269,1469.359942,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
881,8685,1,87,40921.71,0,11.53388751,13,1,2,0,1,0,1,0,0,0,0,1,1,0,1,5.803901847000001,129.948316,1041.301237,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
882,313,3,73,32746.0,1,11.90094641,8,0,0,0,1,1,1,0,0,0,1,1,0,1,1,5.295927221,152.47417,1109.108163,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
883,13970,0,45,73919.79,0,14.34560232,14,1,1,0,1,0,1,1,1,0,1,1,0,1,0,2.463011656,207.49737,692.3788089,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
884,4260,3,21,64292.47,1,8.659099436,13,0,0,1,0,0,1,0,1,0,1,1,0,1,1,14.04985628,154.991856,2072.078593,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
885,168,2,29,73331.45,0,12.27991447,11,1,0,0,0,0,1,0,1,1,0,0,0,0,1,4.8496770719999995,137.468591,692.5685037000001,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
886,250,0,31,50561.44,0,6.573582085,9,1,1,0,0,0,1,1,1,1,1,0,1,0,1,9.595456517,207.481057,1366.210807,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
887,577,0,37,39478.06,0,10.47189661,9,0,1,1,0,1,1,0,0,0,0,0,1,0,1,15.16937697,137.439154,1476.963855,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
888,3543,2,57,40460.35,1,13.32211645,15,0,0,0,0,0,1,1,0,0,0,1,1,1,1,9.195415365,252.62402999999998,1321.204826,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
889,830,0,26,33602.96,0,5.4395720579999995,6,0,0,0,1,0,1,1,0,1,1,1,0,1,1,13.04114417,194.999168,1557.923129,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
890,650,4,36,58590.12,1,7.84599874,12,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1.79772408,152.50901299999998,740.0368256,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
891,33725,1,83,71916.6,0,8.989389393,16,0,1,0,1,1,0,0,0,0,0,0,1,0,1,6.471903209,137.439154,644.2789946,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
892,26943,4,60,38692.31,1,10.9725355,11,2,0,0,0,0,1,1,1,0,1,1,1,1,0,9.923586914,267.664655,1640.006106,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
893,13,1,74,8882.51,0,16.53887592,10,3,0,0,1,0,1,1,0,0,0,1,0,0,1,5.36237356,157.469817,545.6211065,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
894,4381,1,35,36384.62,0,15.56284947,15,1,0,0,1,0,1,0,1,1,1,0,1,0,1,3.317348927,154.975543,1258.06366,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
895,124,4,59,22107.4,0,8.121051317000001,10,2,0,0,0,0,1,0,0,0,0,0,1,0,0,10.79186592,117.439154,1582.783024,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
896,5935,0,55,125002.34,0,4.937247087,14,0,0,0,0,0,1,1,0,1,0,1,0,1,1,3.5052355260000003,182.47622900000002,596.3449707000001,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
897,17808,2,66,25472.79,0,5.921988778999999,13,1,0,0,1,0,1,0,1,1,0,1,1,0,1,11.7391369,142.485486,1335.9028289999999,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
898,44826,1,49,45020.08,0,11.61603945,13,0,0,0,1,1,1,0,1,1,0,0,1,0,1,13.00962018,162.452604,1460.632443,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
899,8149,0,22,33543.36,0,11.08657399,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4.709035899,144.960655,545.1832764999999,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
900,278,1,32,18555.15,0,8.406366357000001,12,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1.611546284,129.994975,463.65098380000006,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
901,2618,5,72,40108.38,1,13.05019837,5,1,0,0,1,0,1,0,0,0,1,0,1,0,1,11.55987401,129.96209299999998,1766.0741309999999,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
902,5467,1,34,18762.01,1,12.017333,14,0,1,0,1,0,1,0,1,1,0,1,1,1,0,5.261212465,212.65568599999997,1101.650764,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
903,2205,3,77,70372.16,0,10.51532824,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15.806583999999999,104.962874,1490.383762,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
904,9663,1,27,6424.15,0,6.056073185,8,3,1,0,1,0,1,1,1,0,0,0,0,0,1,13.17849974,147.478341,1328.747604,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
905,0,0,48,67012.93,0,5.900461334,9,1,1,0,0,0,1,1,0,1,0,0,0,0,0,11.58317216,134.98013899999998,1199.4667279999999,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
906,215,2,67,34090.24,1,4.455529019,8,0,1,0,0,0,1,0,0,0,1,0,0,1,0,12.05713486,127.48872800000001,1234.176575,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
907,55652,0,59,46728.49,1,10.13094024,11,0,1,0,1,1,1,0,0,0,1,0,1,1,1,3.105139512,220.132293,809.979871,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
908,1436,0,42,20841.67,0,10.02323853,12,2,1,1,1,0,1,0,0,1,1,1,1,0,0,9.137809439,184.967019,1196.870152,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
909,15964,2,75,7862.38,0,0.760277434,11,1,1,0,1,0,0,0,0,0,0,1,0,0,1,7.176700824,124.964303,649.8383392000001,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
910,2792,0,48,12000.1,1,5.114025367,7,1,1,1,0,0,1,1,0,0,1,0,1,0,1,6.9916427820000004,182.46760700000002,927.9297296,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
911,2479,2,87,29812.92,0,6.988268456,12,0,0,0,1,1,1,0,1,1,1,1,0,0,1,9.637781398,162.500692,984.2036034,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
912,13448,4,43,49710.21,1,14.96043073,11,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2.368283285,172.470522,1148.280787,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
913,25823,4,20,70419.88,0,12.36821127,7,2,0,1,0,1,1,0,1,1,1,0,1,1,1,9.651065829,212.66946299999998,1719.483972,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
914,4685,0,48,70133.7,1,10.87926101,13,2,0,0,0,0,1,1,1,1,0,1,1,1,0,8.730405893,257.63748,1880.78289,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
915,1370,1,21,78537.66,1,15.55101617,9,0,0,0,0,0,1,0,0,1,1,0,1,1,0,4.173314039,222.62805699999998,1560.361086,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
916,224,7,34,42917.45,0,8.211187999,7,3,0,0,1,0,1,0,1,0,1,0,1,0,1,15.42700763,152.479779,1930.805216,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
917,1439,8,30,6300.17,0,11.71773291,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,12.91213895,112.455141,1447.7112650000001,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
918,541,4,50,18414.04,1,6.9116261439999995,14,0,2,0,0,0,1,0,1,1,0,1,1,0,1,3.679255472,142.485486,836.5749555,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
919,1209,0,35,32399.51,0,6.271196467,10,1,0,1,1,0,1,0,0,0,1,1,1,0,1,10.34327947,162.471255,1224.604104,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
920,447,0,76,8716.12,1,10.52545349,10,1,1,0,0,0,1,1,0,1,0,0,1,0,1,5.451895614,159.964152,765.8624235,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
921,271,1,38,97592.52,1,9.699996141,11,0,0,1,0,0,1,1,1,1,0,0,1,0,1,12.81881129,194.95811799999998,1553.013845,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
922,197,0,75,28704.22,0,11.00710107,15,0,0,0,0,0,1,1,0,0,0,0,1,0,0,8.277054038,149.944668,1320.132625,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
923,2475,3,37,43995.62,0,13.86336803,12,0,0,1,1,1,1,0,0,1,1,0,0,1,1,14.31596419,182.460772,1642.394079,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
924,236,3,67,26659.08,1,3.2948485510000003,11,2,0,0,0,0,1,1,0,1,0,1,1,0,0,5.259033624,204.949594,876.2446802000001,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
925,200,0,84,12571.62,0,12.58586084,11,1,1,0,0,0,1,0,1,0,1,0,1,0,1,14.44810037,120.003499,1424.117227,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
926,4292,0,81,14623.21,1,8.888970383,7,1,1,0,1,1,1,1,1,0,1,0,1,0,1,4.245035615,164.98529299999998,1083.381195,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
927,2053,3,26,53713.12,1,7.054722377,7,2,0,1,1,1,1,1,0,0,1,1,0,1,1,4.035770971,172.50340400000002,900.6921852,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
928,2358,1,20,7598.57,1,7.14125345,17,0,0,0,0,1,1,1,1,1,1,0,1,1,1,6.434280902,277.651257,1482.558282,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
929,1242,3,20,23773.72,1,5.965254402,4,0,0,0,0,0,1,1,0,1,1,0,1,1,1,5.425068598999999,275.133571,1386.2317,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
