CaseOrder,Age,Email_Sent_To_Customer_Count,Is_Techie,Has_Multiple_Lines,Has_Online_Backup,Has_Device_Protection,Has_Streaming_TV,Avg_Bandwidth_GB_Usage_Per_Year,Churn
1928,27,15,0,1,0,1,0,1553.9377240000001,0
1929,77,13,0,1,1,1,0,1824.510182,0
1930,85,13,0,1,0,0,0,2353.856438,0
1931,47,14,0,1,1,0,1,2209.997412,1
1932,57,11,0,1,0,0,1,521.8726735,0
1933,51,12,1,1,0,1,1,1282.45127,1
1934,37,11,0,0,0,1,0,1283.2664960000002,0
1935,32,13,0,0,0,1,1,2425.149963,1
1936,55,12,0,0,1,1,1,2017.858499,1
1937,69,11,0,1,1,0,1,1585.705665,1
1938,24,10,0,0,1,1,0,1281.961793,0
1939,79,17,0,1,1,1,1,1115.3191869999998,1
1940,64,15,0,0,0,1,0,1324.5193980000001,0
1941,26,15,0,1,0,1,1,1114.1242519999998,1
1942,60,12,0,1,0,0,1,1510.790984,1
1943,69,10,0,0,1,1,0,1402.3741109999999,0
1944,37,9,1,1,1,0,0,2463.393795,1
1945,65,10,0,0,0,1,1,943.4907880000001,0
1946,70,12,1,0,1,1,0,296.99636780000003,0
1947,81,8,0,0,0,1,0,390.381346,0
1948,42,20,1,0,1,1,0,2467.669888,0
1949,55,5,0,0,0,1,0,590.6027190000001,0
1950,21,13,0,0,0,1,1,3098.243332,1
1951,30,18,1,1,1,0,1,907.2442013,1
1952,86,17,0,0,0,0,1,1154.39778,1
1953,81,16,0,0,0,1,0,1807.1786489999997,0
1954,81,8,1,0,1,1,1,2504.245348,1
1955,19,16,0,0,1,0,0,1645.259689,0
1956,41,13,0,0,0,0,1,2454.262177,0
1957,76,15,0,0,1,1,1,1031.5093949999998,0
1958,70,17,0,1,1,0,1,1906.330177,1
1959,22,12,0,0,0,0,1,1971.843122,1
1960,41,9,1,0,0,0,0,1120.8730050000001,0
1961,32,16,0,0,1,0,0,527.3823713,0
1962,54,13,0,1,1,1,0,1288.925148,1
1963,57,17,0,0,1,1,0,1647.420385,1
1964,72,13,0,0,1,1,0,911.5267548,0
1965,48,9,0,0,0,0,0,1587.688033,0
1966,46,16,1,0,1,1,1,1772.090821,1
1967,41,16,0,1,0,1,1,2079.818241,1
1968,64,16,0,1,0,0,1,1367.4247,0
1969,62,11,1,0,0,0,1,738.5002845,1
1970,44,10,0,1,0,1,0,1269.403112,0
1971,86,13,0,0,1,0,0,1729.615672,0
1972,36,15,0,1,1,0,0,1267.471074,1
1973,66,13,1,1,0,0,1,715.7384607000001,1
1974,54,13,0,0,1,1,0,1905.3505280000002,0
1975,63,13,0,0,1,1,0,1597.5784640000002,1
1976,59,18,0,1,0,1,0,1348.141984,0
1977,65,12,1,1,0,0,1,615.1161821000001,1
1978,48,18,0,1,0,0,1,2029.9056059999998,0
1979,49,9,0,0,1,0,0,2010.958936,0
1980,35,13,0,1,1,0,0,1576.607681,0
1981,87,10,0,1,1,1,1,1330.615859,1
1982,60,11,0,0,0,1,1,2552.12106,0
1983,82,7,0,1,0,0,0,2234.450325,0
1984,45,12,1,1,0,0,0,1457.990407,0
1985,44,12,0,0,0,0,1,1263.008234,0
1986,19,13,1,0,1,0,0,1299.240934,1
1987,37,15,0,0,1,1,1,1190.5800060000001,0
1988,19,10,0,1,1,0,1,811.9419618,1
1989,70,15,0,0,1,0,0,246.039373,0
1990,51,11,0,0,0,1,0,457.80894539999997,1
1991,71,12,0,1,0,1,1,1125.77426,1
1992,30,17,0,0,1,0,0,937.3165462000002,1
1993,27,16,1,1,0,1,1,2230.633867,0
1994,36,17,1,1,1,1,0,854.5261300000001,1
1995,76,15,0,1,1,1,1,2674.568338,0
1996,47,14,1,0,0,0,1,786.3429747,0
1997,26,11,0,1,1,0,1,2193.593711,1
1998,31,14,1,1,1,1,1,1385.020283,1
1999,34,12,0,1,1,1,1,1045.580948,0
2000,56,12,0,1,1,1,0,1144.770736,1
2001,44,13,0,1,1,1,1,1724.050425,1
2002,62,7,1,1,1,0,0,570.9128347999999,1
2003,39,9,0,0,0,0,1,1392.096076,0
2004,29,11,0,0,1,1,0,904.795841,1
2005,49,13,0,1,0,0,1,1410.771138,1
2006,18,10,0,1,0,0,0,278.44052519999997,0
2007,19,12,0,1,1,1,1,1418.914101,0
2008,43,12,0,0,1,1,1,1206.8757349999998,1
2009,28,16,1,1,0,1,1,1683.8213510000003,1
2010,86,10,0,0,0,1,0,888.7773913999999,1
2011,70,13,0,0,1,1,0,1574.866243,1
2012,79,16,1,0,0,1,0,1903.2847239999999,0
2013,84,14,0,0,1,1,1,1042.452905,1
2014,46,10,0,0,1,0,0,843.4262718,0
2015,29,14,0,1,1,1,1,2710.705946,1
2016,55,7,1,1,1,1,0,2097.707886,1
2017,86,10,0,0,1,1,1,970.5121324999999,1
2018,26,15,0,0,1,0,1,2095.701636,1
2019,79,16,0,1,0,0,1,655.8025029,1
2020,72,8,0,1,0,0,0,722.0796766,0
2021,34,14,0,0,0,0,1,1623.908651,0
2022,45,15,0,1,1,0,1,1551.718247,0
2023,31,7,0,0,1,1,0,1411.701061,0
2024,20,12,1,0,1,1,1,822.774438,0
2025,80,14,0,0,0,1,0,1428.669992,0
2026,77,13,0,1,0,1,1,1557.79907,1
2027,44,15,0,1,0,1,0,1068.481652,1
2028,73,9,0,0,1,1,1,1349.319824,1
2029,45,11,0,1,1,1,1,1731.0150440000002,1
2030,53,11,0,0,0,1,1,1421.45141,1
2031,20,6,0,1,0,0,1,782.5670721,0
2032,85,11,0,0,0,0,0,1399.828665,0
2033,28,10,0,0,0,0,0,411.9057225,0
2034,68,13,0,0,0,1,0,733.0007061000001,0
2035,18,14,0,0,1,0,0,1669.828557,1
2036,82,13,0,1,0,1,1,939.7724617,0
2037,28,12,0,1,0,0,1,1388.550492,1
2038,29,11,0,0,1,0,1,1501.582551,1
2039,54,12,0,0,0,0,1,717.4865642999999,0
2040,67,10,0,0,1,1,1,1172.296779,0
2041,28,6,0,0,1,0,1,2309.3578989999996,0
2042,84,12,0,1,0,0,0,783.3606694,0
2043,68,7,0,1,1,1,1,1757.837077,1
2044,34,12,0,1,1,0,0,884.8222734999999,1
2045,21,11,0,0,1,0,1,845.0925038999999,1
2046,44,12,0,1,0,1,0,2341.1061170000003,0
2047,54,10,1,0,1,1,1,2077.919709,1
2048,30,16,0,0,0,1,0,1350.573202,0
2049,48,11,0,0,0,0,1,1297.061633,0
2050,51,9,0,0,1,0,1,1670.352435,1
2051,60,13,0,1,0,0,0,1680.5527940000002,1
2052,50,13,0,0,0,1,1,892.5309233999999,0
2053,87,7,0,1,1,0,1,1187.7166619999998,1
2054,44,11,1,1,0,0,1,980.4160232,0
2055,82,8,0,1,1,0,1,500.6893216,0
2056,29,19,0,0,0,1,1,626.494018,0
2057,23,13,0,0,1,0,0,2130.220399,0
2058,44,11,1,0,0,0,1,3022.776148,0
2059,68,14,0,0,1,0,0,1784.9385579999998,0
2060,75,14,0,1,0,0,1,1206.219227,1
2061,31,11,0,0,1,1,1,2193.26463,1
2062,78,14,0,1,1,1,0,1554.801608,0
2063,64,17,0,0,0,0,0,1485.647596,0
2064,46,8,0,0,1,1,1,1400.209666,0
2065,23,10,0,1,0,0,1,1187.7101619999999,0
2066,77,12,0,1,1,1,1,1968.75769,1
2067,63,7,0,1,0,0,1,2146.8336289999997,0
2068,32,14,0,0,1,1,1,1172.004801,0
2069,42,6,0,1,0,0,1,561.6005723999999,0
2070,46,16,0,0,1,0,1,1918.3333460000001,0
2071,55,15,1,1,0,0,1,1045.733553,1
2072,60,15,1,0,0,1,0,592.6545248,0
2073,36,10,0,0,1,0,0,965.3809411000001,1
2074,49,12,0,0,0,0,0,967.4628508,0
2075,26,12,0,0,0,1,0,843.6406855,0
2076,32,7,0,1,0,1,1,1315.312803,0
2077,67,11,0,0,0,1,0,832.6385650000001,0
2078,67,18,0,1,0,0,1,1671.56323,1
2079,36,13,1,0,1,0,0,2405.424259,0
2080,68,13,0,0,0,1,1,1366.5050820000001,1
2081,67,9,0,1,1,1,0,1345.940597,1
2082,67,8,0,0,0,0,1,1415.406657,0
2083,52,12,1,0,0,1,1,1558.262612,1
2084,77,14,0,0,0,1,0,531.0770713000001,1
2085,36,13,0,0,1,0,0,1557.295826,1
2086,48,11,0,1,0,0,1,2160.951234,1
2087,25,18,0,1,0,0,0,1464.7524970000002,1
2088,63,15,0,1,0,1,0,1583.398883,0
2089,19,12,1,1,0,0,1,1010.521133,1
2090,39,18,0,1,1,0,0,1085.9792419999999,0
2091,44,11,0,1,0,1,0,2261.1795859999997,0
2092,47,17,0,0,0,1,0,1128.042592,0
2093,71,12,1,1,1,0,1,768.3006696,1
2094,19,11,0,0,0,1,1,978.3026986,0
2095,70,11,0,1,0,0,1,1572.6310839999999,0
2096,72,13,0,0,1,0,1,2978.2080920000003,1
2097,34,14,0,1,0,1,0,1478.4220990000001,1
2098,76,15,0,1,0,1,1,2050.942844,1
2099,30,13,0,1,1,1,0,1280.44084,1
2100,60,12,0,0,1,1,0,1679.9247269999998,1
2101,59,11,0,1,0,1,0,773.1752584,0
2102,60,7,0,1,1,0,1,845.9832801000001,1
2103,55,11,0,0,1,0,1,1337.3432990000001,0
2104,36,15,0,0,0,0,0,1522.4822470000001,0
2105,57,14,0,1,0,0,1,1571.238893,1
2106,49,14,0,1,1,0,0,1943.652184,1
2107,83,18,0,0,0,1,0,1464.845197,1
2108,77,13,0,1,1,1,1,1178.3723619999998,1
2109,29,13,0,1,0,0,1,978.9249944000001,0
2110,62,8,0,0,1,0,1,1821.9207809999998,1
2111,84,10,0,1,0,1,1,1366.649837,1
2112,44,14,0,0,1,0,1,912.4311552000001,1
2113,37,13,0,0,1,0,1,995.5630984,1
2114,19,13,0,1,0,0,1,1794.594938,1
2115,78,14,0,1,0,1,0,1016.1970699999999,1
2116,83,11,0,1,1,0,1,1231.728594,1
2117,41,11,0,1,0,1,1,2426.091797,0
2118,23,13,1,0,1,0,1,1106.910603,1
2119,53,10,1,1,0,1,1,1840.7677019999999,1
2120,67,14,0,1,0,0,1,1838.646452,1
2121,88,7,0,1,0,0,1,2461.030222,0
2122,77,9,0,0,0,0,0,2679.7752649999998,0
2123,43,9,0,0,0,0,1,1875.1996550000001,0
2124,73,12,0,0,0,0,0,575.972228,0
2125,45,11,1,0,1,0,0,1661.330631,0
2126,57,9,0,0,1,0,1,1770.955679,0
2127,36,12,0,0,1,1,1,2019.2134350000001,1
2128,69,13,1,1,1,0,1,568.2599017000001,1
2129,30,18,0,0,0,1,0,1039.2860449999998,0
2130,44,15,0,1,1,0,1,1452.597026,1
2131,25,16,0,1,1,0,1,3232.873635,1
2132,31,12,1,1,0,0,1,1121.8490689999999,1
2133,64,16,0,0,0,1,1,713.7053321000001,1
2134,48,15,0,0,1,0,0,2472.105638,0
2135,31,13,0,0,0,1,1,1639.666431,1
2136,22,14,0,1,1,0,1,1417.62647,1
2137,57,11,0,1,0,0,1,809.8918631,1
2138,23,8,0,0,0,0,1,1117.452708,0
2139,52,18,0,0,1,1,1,1428.317482,1
2140,69,12,0,0,0,1,0,545.9811422,0
2141,61,15,0,1,1,0,1,1566.320356,0
2142,84,15,0,0,0,1,0,688.0396207,1
2143,54,13,1,0,0,0,1,694.3512691000001,1
2144,67,12,1,0,0,1,0,1179.636227,1
2145,40,12,0,0,0,1,1,840.8676674000001,1
2146,37,9,0,0,0,0,1,3276.40737,1
2147,29,16,0,0,1,1,1,1408.8987789999999,1
2148,23,8,0,0,0,0,0,1923.2854579999998,0
2149,36,13,0,0,1,0,0,1113.4047150000001,0
2150,76,18,0,0,0,0,1,1326.549878,1
2151,87,7,0,0,1,0,1,1362.860416,1
2152,51,12,0,0,0,1,0,685.3879681,0
2153,25,11,1,1,0,0,0,982.9569892000001,0
2154,40,13,0,1,0,0,0,1871.7066120000002,0
2155,30,11,0,0,0,1,1,2196.073405,1
2156,19,12,0,0,0,0,1,646.5215872,0
2157,21,12,0,1,0,1,0,1094.644005,0
2158,65,8,1,0,0,1,1,840.6246629000001,1
2159,51,9,1,1,0,0,1,753.4677251,1
2160,86,9,0,1,1,0,1,1179.3818019999999,1
2161,52,9,0,1,0,0,1,2028.886621,1
2162,68,9,0,0,1,0,0,1133.237154,0
2163,89,11,0,0,1,0,1,727.0646246,1
2164,18,12,1,1,1,0,1,1539.085061,1
2165,33,7,0,0,0,0,1,1291.871722,1
2166,58,8,0,1,0,0,0,394.202773,0
2167,65,14,1,1,0,1,1,1328.4833119999998,1
2168,86,6,0,1,1,1,1,1249.287563,1
2169,80,11,0,1,0,1,0,1693.253857,0
2170,86,14,0,0,1,0,0,883.6816755000001,1
2171,44,12,0,0,1,0,1,1146.224262,1
2172,45,12,0,0,0,0,0,1806.59355,0
2173,53,14,0,1,1,1,0,1173.915894,1
2174,35,13,0,0,0,0,0,965.7588051000001,1
2175,60,13,0,1,1,0,1,1175.631327,1
2176,71,11,0,0,0,0,0,2744.394944,0
2177,70,12,0,0,0,1,1,1980.207923,0
2178,46,10,0,1,1,1,1,1344.476361,0
2179,64,11,0,0,0,0,1,762.0564475,1
2180,44,13,0,0,0,0,1,945.5166207999998,0
2181,21,9,0,0,0,1,0,516.253628,0
2182,26,12,0,1,0,0,1,1197.913731,1
2183,75,13,0,0,1,0,0,1321.9511630000002,0
2184,81,13,0,1,1,0,0,1988.072662,1
2185,27,11,1,0,1,0,1,1341.803325,1
2186,75,14,0,1,1,0,0,1835.3017690000001,0
2187,19,16,0,1,1,0,0,2484.2056780000003,0
2188,47,16,0,1,1,0,1,1515.545459,0
2189,81,11,0,1,0,0,1,1641.698648,1
2190,43,12,1,1,0,1,1,827.7165459,1
2191,83,11,1,0,0,1,0,786.6024394,1
2192,22,13,0,0,0,0,0,1245.2646,0
2193,59,12,1,1,0,0,0,2197.871959,1
2194,81,14,0,0,0,1,1,1263.539898,1
2195,81,12,0,1,0,0,1,805.2602253,1
2196,26,3,0,1,1,0,0,482.1944216,0
2197,67,7,1,1,0,1,0,985.5470101,0
2198,19,7,0,0,0,0,0,746.7953574000001,0
2199,24,14,0,0,1,1,1,2031.234186,1
2200,82,7,0,0,1,0,0,1075.114258,0
2201,26,12,1,1,0,0,0,1469.569398,0
2202,80,11,0,0,0,1,0,558.7166007000001,0
2203,89,15,0,1,0,1,1,3121.880615,1
2204,19,11,0,1,0,1,0,1244.250467,1
2205,20,13,0,0,0,0,1,2766.730566,1
2206,60,14,0,1,0,0,0,841.3922748,0
2207,86,11,0,0,1,0,0,411.6028202,0
2208,35,17,0,1,1,0,1,1495.042007,0
2209,47,13,0,1,1,0,1,1449.160419,1
2210,41,9,0,0,0,0,0,869.1995017,0
2211,41,19,0,0,0,0,0,737.6363932999999,0
2212,40,8,0,1,1,1,0,919.5165157,0
2213,28,14,0,1,1,0,0,2021.193572,0
2214,40,18,0,1,1,1,1,885.2339594,0
2215,60,14,1,0,0,0,0,1106.403216,0
2216,61,11,0,1,1,0,0,931.3751447999999,1
2217,70,15,0,1,0,1,1,1463.186559,1
2218,39,10,0,1,0,0,0,1385.435891,0
2219,32,13,0,1,0,1,1,1515.763354,0
2220,28,12,1,0,1,1,1,3298.322775,1
2221,29,14,1,0,1,0,0,634.9659165,0
2222,83,8,0,1,0,0,0,610.2392527000001,0
2223,73,16,0,0,0,1,0,1606.689609,0
2224,33,14,0,1,0,1,1,1792.965757,0
2225,46,12,0,1,1,0,0,1772.190486,1
2226,66,10,0,1,1,0,0,889.8305751,1
2227,45,11,0,1,0,0,0,1685.196727,1
2228,33,10,0,1,0,0,1,1620.308367,0
2229,24,13,1,0,1,1,1,1297.915797,1
2230,49,9,0,0,0,1,1,1776.7552289999999,0
2231,59,14,0,0,0,0,1,1683.120743,1
2232,19,13,0,0,1,1,1,1946.9372640000001,1
2233,70,12,0,1,1,0,1,1230.940963,1
2234,48,12,0,0,1,0,0,1013.2664980000001,0
2235,74,14,0,1,1,1,1,1164.5742480000001,1
2236,32,11,1,0,0,0,1,2157.6699120000003,0
2237,52,10,0,0,1,1,1,1450.54664,1
2238,58,13,0,0,0,0,0,249.3579815,0
2239,44,9,0,0,1,1,0,2351.365618,0
2240,83,17,0,0,0,1,1,590.380115,0
2241,76,12,1,1,1,0,1,782.6217803,0
2242,81,12,0,0,1,0,0,276.57776060000003,1
2243,66,7,1,0,0,0,1,634.6246024000001,1
2244,28,10,0,1,1,1,0,1653.756383,1
2245,83,18,0,0,1,1,0,993.5285482,0
2246,60,13,0,1,0,1,0,1228.5527,1
2247,18,14,0,1,0,1,0,1151.9729630000002,0
2248,63,11,0,0,1,0,0,1401.33731,0
2249,57,14,0,0,0,0,1,1236.080387,1
2250,48,14,0,1,1,0,0,971.0579616,0
2251,47,9,0,1,1,1,0,745.4775132,1
2252,77,15,0,1,0,1,0,2588.510628,0
2253,77,14,0,1,1,0,0,2128.992056,1
2254,71,16,0,0,1,0,1,906.5332012,0
2255,74,17,0,1,0,0,0,797.3327965,0
2256,39,14,0,0,0,0,0,744.427424,1
2257,45,13,1,0,1,0,0,534.4791223,0
2258,23,10,1,1,0,1,1,1004.7701109999999,1
2259,33,10,1,0,0,0,0,1398.226038,0
2260,78,9,1,1,0,0,1,1303.045672,1
2261,64,14,0,0,0,0,1,1388.7860449999998,0
2262,62,18,1,0,0,0,0,590.2497674,1
2263,26,11,0,0,0,0,1,2261.0457,1
2264,25,11,1,1,0,1,1,1453.840704,0
2265,63,17,0,0,0,0,0,626.8266819,0
2266,21,18,0,1,1,0,1,1658.6732240000001,1
2267,62,14,0,0,0,1,1,1345.8438119999998,0
2268,74,19,0,1,1,1,1,2914.993204,0
2269,22,6,0,1,1,0,1,2674.664142,1
2270,26,15,0,0,0,1,0,1652.589596,0
2271,86,7,0,0,1,0,1,1237.129631,1
2272,18,14,0,0,0,1,0,1002.7531439999999,1
2273,79,14,1,0,1,1,1,1588.073926,1
2274,81,17,0,1,0,0,1,2018.432674,1
2275,78,14,1,0,1,1,1,1586.408716,0
2276,18,3,0,1,1,1,1,2657.509636,1
2277,57,13,0,0,0,0,0,785.7678294,0
2278,51,16,0,0,0,0,0,1966.502807,0
2279,35,12,0,0,0,1,0,843.9673513,0
2280,25,9,1,1,1,0,0,1067.709253,0
2281,57,11,0,1,1,1,1,921.6285886,0
2282,82,8,0,1,0,0,1,1177.660151,1
2283,29,10,0,1,0,0,0,1067.6509210000002,0
2284,58,13,1,0,1,0,0,570.5832494,0
2285,60,12,0,1,0,0,1,1791.9532980000001,0
2286,85,13,0,0,1,1,1,1151.849425,1
2287,74,7,0,1,1,1,0,1217.367061,1
2288,21,12,0,0,1,1,1,1465.141784,1
2289,67,11,0,0,0,1,0,841.0151957999999,0
2290,43,16,0,0,1,1,1,949.5030178999999,0
2291,46,10,0,1,1,0,1,968.2908707,1
2292,26,11,0,0,1,0,1,2471.127552,0
2293,47,14,0,1,0,1,0,499.72417029999997,0
2294,86,11,0,0,1,1,0,553.4713761,0
2295,26,12,1,1,1,1,0,1403.290023,1
2296,32,11,1,0,1,0,1,2230.867361,1
2297,81,12,0,1,1,0,1,1511.485403,0
2298,48,11,0,0,1,0,1,1403.556394,1
2299,43,11,0,1,0,1,1,1523.2072349999999,1
2300,83,9,0,0,0,1,0,641.192229,0
2301,85,14,0,0,1,0,0,655.4787828999999,0
2302,38,8,0,1,0,1,1,1550.381641,1
2303,67,13,0,1,1,0,0,479.14970470000003,1
2304,55,13,0,0,1,1,1,2259.182707,1
2305,53,10,1,1,0,1,1,1444.6968160000001,1
2306,52,15,0,0,0,0,1,842.4625146,0
2307,63,10,0,0,0,1,0,1844.034359,0
2308,29,11,0,0,0,0,1,2020.782911,1
2309,81,13,1,1,0,1,1,1147.794876,1
2310,82,18,1,1,0,0,0,635.2980162,0
2311,83,10,0,1,1,1,1,1642.269113,1
2312,68,9,1,1,1,1,0,560.0748491,1
2313,53,14,0,1,1,0,1,1799.8825769999999,1
2314,49,16,0,0,0,1,0,1515.049953,1
2315,33,11,0,1,1,1,1,2300.741445,1
2316,49,16,0,0,1,0,0,1201.308416,0
2317,43,10,0,1,0,0,0,792.7917972,1
2318,69,12,0,0,1,1,1,2281.384323,1
2319,19,15,1,0,0,1,1,1749.3848460000002,1
2320,87,16,0,0,1,0,0,767.624909,0
2321,22,10,0,0,0,1,0,1557.64411,0
2322,70,10,0,1,1,1,1,1065.848768,0
2323,80,12,0,0,0,0,1,295.9085258,1
2324,60,8,0,1,1,0,1,2446.1879879999997,1
2325,58,13,0,0,0,0,0,2006.106282,0
2326,32,9,0,0,0,1,1,1498.4768900000001,0
2327,40,12,0,1,1,0,1,1903.763394,1
2328,47,13,0,1,0,0,1,739.280489,1
2329,73,21,0,0,1,0,1,1883.9011449999998,1
2330,40,11,0,0,1,1,0,1190.326671,1
2331,74,8,0,0,1,1,0,837.2390946,0
2332,46,17,1,1,1,0,0,1158.2234130000002,0
2333,60,13,0,1,0,1,1,1760.757293,1
2334,56,11,0,1,0,1,0,711.8524934,0
2335,55,13,0,0,0,1,0,1475.953048,0
2336,25,16,0,1,0,1,1,829.6494763,1
2337,82,12,0,1,1,1,0,1904.8889010000003,1
2338,51,10,0,0,0,1,0,517.7918192,0
2339,30,16,0,0,1,1,0,1183.953112,0
2340,83,9,0,0,0,1,1,465.629346,0
2341,63,10,0,0,1,0,1,1389.232023,1
2342,71,17,1,1,0,0,1,984.1544122000001,1
2343,38,8,0,0,0,1,1,731.9309009,1
2344,32,11,0,1,0,1,1,1040.201495,1
2345,32,16,1,0,1,1,1,1686.4442179999999,0
2346,40,7,0,1,1,1,0,1646.32071,0
2347,45,11,0,0,1,0,1,1181.038508,0
2348,51,17,0,0,1,0,0,2148.6572579999997,0
2349,30,11,1,0,1,0,1,2221.1856329999996,1
2350,42,14,0,0,1,0,0,995.3738841,1
2351,75,14,0,1,0,1,0,2441.738277,0
2352,82,15,0,1,1,1,1,1151.98874,1
2353,64,13,0,1,0,1,1,2212.360308,1
2354,66,9,0,1,0,0,0,822.7908952,1
2355,55,8,1,1,0,0,0,419.4107069,0
2356,86,13,0,0,0,1,0,2089.4693350000002,0
2357,49,15,0,1,0,0,0,880.6292606000001,0
2358,68,14,1,1,0,0,0,488.64626669999996,0
2359,23,16,1,0,1,0,1,612.0541917,0
2360,50,12,0,1,1,1,0,1149.144476,0
2361,53,11,0,0,1,0,0,1982.143037,0
2362,85,14,0,0,0,0,1,1317.291468,1
2363,68,13,0,0,0,0,0,315.1395676,0
2364,80,17,0,0,1,0,0,2031.5336989999998,1
2365,27,11,0,1,0,0,0,639.7154381,1
2366,62,17,0,0,1,1,1,1473.485303,1
2367,29,15,0,0,1,1,0,950.7410569,1
2368,40,18,0,0,0,1,1,1542.3033,1
2369,67,8,0,0,0,1,1,1446.937317,0
2370,66,13,0,1,0,0,1,1553.818731,1
2371,36,7,0,1,0,0,0,1184.3358269999999,1
2372,24,12,1,0,1,0,1,1045.4359880000002,1
2373,89,12,0,1,1,1,0,1493.681751,0
2374,89,15,0,1,0,1,0,1531.239282,1
2375,32,13,1,0,0,1,1,2698.307074,1
2376,82,10,0,0,0,0,1,325.58574849999997,0
2377,55,6,0,1,0,1,0,867.3610228,0
2378,19,14,1,1,0,0,1,1853.873709,1
2379,47,18,0,0,0,0,0,812.2973605000001,1
2380,48,11,0,1,1,1,0,1939.0976670000002,1
2381,72,12,0,0,0,1,0,1617.794287,0
2382,67,14,1,0,0,0,0,1253.992994,1
2383,57,20,1,0,0,0,1,1103.759867,0
2384,84,7,0,1,1,1,0,896.3040050000001,0
2385,72,11,0,0,1,0,1,1813.71251,0
2386,36,6,0,1,0,0,0,1757.4683850000001,1
2387,44,12,1,0,0,0,0,293.01746069999996,0
2388,65,6,0,1,1,1,1,1849.738644,0
2389,58,9,0,0,0,0,0,1262.469988,0
2390,28,14,0,0,0,1,0,598.858359,1
2391,37,13,1,1,1,0,0,490.2102038,0
2392,26,17,0,1,0,0,1,881.9915618999999,1
2393,67,17,0,0,1,0,0,988.8476688,0
2394,30,9,0,0,1,1,1,2257.255977,1
2395,20,9,0,1,1,1,0,1400.182241,0
2396,39,6,0,0,1,0,1,1923.4465010000001,1
2397,78,15,0,0,0,1,1,1140.7690929999999,0
2398,79,13,1,0,1,1,1,815.5887240000001,0
2399,83,9,0,0,0,1,1,1432.922873,1
2400,83,14,0,1,0,1,0,1279.70353,0
2401,54,17,0,0,0,0,1,970.6301192,1
2402,34,9,0,0,0,0,1,1058.643568,0
2403,76,16,0,0,0,1,1,1110.224942,0
2404,59,13,0,0,0,1,1,969.0951507999999,1
2405,73,8,0,0,0,1,1,1427.8112609999998,0
2406,63,15,0,1,1,0,1,571.8948363,1
2407,64,8,0,1,0,0,0,718.2708269,0
2408,30,15,0,1,1,0,1,2000.8011510000001,0
2409,74,9,0,1,0,0,0,1649.813925,0
2410,59,12,0,0,0,0,1,2147.084163,1
2411,19,9,1,1,1,1,1,1790.477112,1
2412,60,11,0,1,1,1,0,1361.469601,0
2413,35,14,1,0,1,1,0,1436.441637,0
2414,54,13,0,1,1,0,0,1702.8701670000003,0
2415,70,9,1,0,1,0,1,1868.9956320000001,1
2416,68,13,0,0,1,0,0,839.5696843000001,0
2417,23,6,0,0,0,1,0,878.7758477,1
2418,23,12,0,1,1,0,1,1687.1004670000002,1
2419,72,8,0,1,1,1,1,1352.42705,1
2420,50,9,0,0,1,0,0,1076.0217460000001,0
2421,31,7,0,0,0,0,0,1064.1634490000001,0
2422,43,15,0,1,1,0,1,1505.877788,1
2423,18,8,1,0,1,1,1,1444.44469,1
2424,25,7,0,0,1,1,0,916.275075,0
2425,65,18,0,0,0,0,0,963.6972904999999,1
2426,61,14,1,0,1,1,1,2353.047822,1
2427,87,11,0,0,0,0,0,1038.379263,0
2428,62,7,0,0,1,0,0,1832.163914,0
2429,89,11,0,1,0,0,1,2168.7026079999996,0
2430,25,11,0,1,0,0,0,2023.901526,1
2431,61,15,0,1,0,0,0,964.1421938999999,1
2432,28,10,0,1,0,0,0,1606.733876,0
2433,76,15,0,1,1,1,0,1163.473611,0
2434,34,14,1,0,1,0,0,1559.056164,1
2435,23,10,0,1,0,1,0,1338.084542,0
2436,24,10,0,0,0,0,1,2643.645671,1
2437,54,6,0,1,0,0,1,552.2795704,1
2438,69,9,0,1,1,1,1,2336.999053,1
2439,80,11,0,0,0,1,0,1077.685443,1
2440,30,11,0,1,0,0,1,918.6663118999999,1
2441,54,4,0,0,1,1,0,1227.405249,0
2442,35,13,1,1,0,0,1,886.9671382000001,1
2443,26,13,0,0,1,1,1,1585.087297,1
2444,19,15,1,1,0,0,1,1328.874126,1
2445,73,10,0,1,1,0,1,1792.5200719999998,1
2446,29,7,1,1,0,0,0,462.2211376,0
2447,57,12,0,0,1,1,1,1244.139414,1
2448,82,14,1,1,1,0,1,2215.644479,1
2449,32,13,0,0,0,1,0,1009.028786,0
2450,71,9,0,1,0,1,0,1382.061516,0
2451,22,14,1,0,0,1,0,505.14359019999995,0
2452,26,10,1,0,1,1,1,1391.3302449999999,1
2453,76,11,0,0,1,0,1,1046.765683,1
2454,28,11,0,0,1,0,1,1122.653549,0
2455,24,12,0,0,1,0,1,868.2420268,1
2456,55,13,0,1,1,1,0,1322.686843,0
2457,79,8,0,0,0,0,1,712.4768186000001,1
2458,76,13,0,0,0,1,0,826.331106,1
2459,55,12,0,1,1,0,0,1983.9079920000001,1
2460,73,11,0,0,1,0,0,1881.485804,0
2461,79,8,0,0,1,1,1,1588.984136,1
2462,78,11,0,0,1,1,1,1290.155524,0
2463,23,9,0,0,1,0,0,2320.7859120000003,0
2464,49,15,0,1,0,1,0,2373.467756,0
2465,32,11,0,1,0,0,0,1068.577042,0
2466,41,10,0,1,1,0,0,1151.905186,1
