,Is_Techie,Has_Phone_Service,Has_Multiple_Lines,Has_Online_Backup,Has_Device_Protection,Has_Streaming_TV,Has_Streaming_Movies,Gender_Female,Gender_Male,Gender_Prefer not to answer,Contract_Term_Month-to-month,Contract_Term_One year,Contract_Term_Two Year,Internet_Service_Type_DSL,Internet_Service_Type_Fiber Optic,Internet_Service_Type_None,Payment_Method_Type_Bank Transfer(automatic),Payment_Method_Type_Credit Card (automatic),Payment_Method_Type_Electronic Check,Payment_Method_Type_Mailed Check,Churn,Population_Within_A_Mile,Children_Count,Age,Income,Outage_Seconds_Per_Week,Email_Sent_To_Customer_Count,Technical_Support_Contacted_Count,Yearly_Equip_Failure_Count,Tenure,Avg_Monthly_Charge,Avg_Bandwidth_GB_Usage_Per_Year,Timely_Response_Survey_Item,Timely_Fixes_Survey_Item,Timely_Replacements_Survey_Item,Reliability_Survey_Item,Options_Survey_Item,Respectful_Response_Survey_Item,Courteous_Exchange_Survey_Item,Evidence_Of_Active_Listening_Survey_Item
2424,0.0,1.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,30922,1.0,65.0,15264.99,9.020266323,18,2,2,3.664541952,127.3281128,963.6972904999999,4,4,4,4,5,4,2,3
2425,0.0,1.0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,2681,2.0,61.0,78456.37,38.35885092,14,1,0,14.10182904,266.66693480000004,2353.047822,3,4,3,3,5,3,4,3
2426,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,4998,0.0,87.0,26944.14,13.18518055,11,0,0,13.20294098,112.69303459999999,1038.379263,5,4,3,3,4,4,2,3
2427,0.0,1.0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2.0,62.0,28435.83,9.046471522000001,7,2,0,36.19603,152.0822206,1832.163914,2,1,2,4,3,2,3,3
2428,0.0,1.0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,58,4.0,89.0,64651.67,8.027959031,11,0,0,15.07394119,220.79048909999997,2168.7026079999996,5,5,3,4,4,4,5,4
2429,0.0,1.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,6213,1.0,25.0,33186.785,11.34046913,11,1,1,20.55140196,181.7675989,2023.901526,4,4,4,4,4,5,4,4
2430,0.0,1.0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3108,7.0,61.0,41959.76,12.22997754,15,1,0,1.704750644,173.5209696,964.1421938999999,4,3,4,4,3,4,5,5
2431,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,24304,2.0,53.0,29743.38,15.774192800000002,10,1,0,11.13625333,140.9894644,1606.733876,4,4,4,5,3,4,4,4
2432,0.0,1.0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,58123,1.0,76.0,62190.11,40.08342701,15,1,0,5.80298375,187.9313113,1163.473611,4,3,3,5,4,4,3,5
2433,1.0,1.0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,4719,1.0,34.0,33186.785,9.275720875,14,0,1,7.948145482999999,167.8841622,1559.056164,4,3,3,5,2,4,3,4
2434,0.0,1.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,778,1.0,53.0,30756.71,11.32552172,10,0,1,12.00680335,157.731498,1338.084542,4,4,3,3,4,1,3,1
2435,0.0,1.0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2345,1.0,53.0,55663.41,10.00658774,10,1,0,20.22190862,200.25367869999997,2643.645671,4,4,4,4,4,4,4,4
2436,0.0,1.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,333,1.0,54.0,79846.9,7.882227847999999,6,1,0,1.9321548080000002,180.97715219999998,552.2795704,3,4,4,3,4,3,4,3
2437,0.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,124,2.0,69.0,27643.15,13.27543401,9,0,0,36.19603,242.7994341,2336.999053,4,4,3,4,3,3,5,2
2438,0.0,1.0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,13216,2.0,80.0,44078.45,6.983506501,11,1,0,5.620998165,138.4016614,1077.685443,1,2,2,3,5,1,3,1
2439,0.0,1.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1755,2.0,53.0,64027.82,9.681618143,11,1,0,6.446078991,170.9144358,918.6663118999999,3,3,4,4,3,4,5,4
2440,0.0,1.0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,578,4.0,54.0,8996.2,9.596648183,4,2,0,7.633753458999999,185.219553,1227.405249,4,5,4,4,2,4,4,6
2441,0.0,1.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,364,1.0,35.0,19510.49,11.18868271,13,0,0,6.582224684,149.76452890000002,886.9671382000001,4,4,3,5,3,5,4,4
2442,0.0,1.0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,6082,7.0,26.0,33186.785,8.90399117,13,0,0,2.420904679,221.0469984,1585.087297,3,3,3,4,2,4,3,3
2443,0.0,1.0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,770,0.0,19.0,59419.82,14.790347099999998,15,0,1,2.608423368,223.58449339999999,3382.4240000000004,5,4,4,5,4,4,3,1
2444,0.0,1.0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,6428,1.0,73.0,33186.785,10.15295132,10,1,0,9.248419103,242.3267655,1792.5200719999998,3,3,3,3,4,2,4,4
2445,1.0,1.0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,29903,1.0,29.0,50968.3,10.49148934,7,0,0,1.65212658,180.0480453,462.2211376,3,3,3,2,7,2,3,4
2446,0.0,1.0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1080,0.0,57.0,35587.78,14.40689262,12,0,0,2.0774659890000002,236.01876439999998,1244.139414,3,3,2,5,2,4,4,2
2447,0.0,0.0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,18216,3.0,82.0,46121.72,9.313627861,14,1,0,19.067534100000003,261.817698,2215.644479,4,3,3,4,2,4,3,4
2448,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,590,9.0,53.0,108839.09,39.83019911,13,0,0,2.128509994,147.3717882,3382.4240000000004,2,3,3,3,4,2,2,3
2449,0.0,1.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,216,1.0,71.0,18975.18,13.68662995,9,1,0,13.466863199999999,206.3044285,1382.061516,2,3,2,4,3,4,3,3
2450,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,15657,6.0,22.0,53008.8,10.26466368,14,1,1,1.805093539,93.44779327,505.14359019999995,5,4,4,3,3,4,3,4
2451,1.0,1.0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,626,4.0,26.0,33186.785,10.27843525,10,2,0,5.886237545,213.29827379999998,1391.3302449999999,2,2,3,3,4,1,2,2
2452,0.0,1.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,28121,1.0,53.0,33186.785,7.688299311000001,11,1,1,4.3361126389999995,141.0712294,1046.765683,3,2,2,4,2,2,4,4
2453,0.0,1.0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,320,1.0,28.0,24072.56,8.902619393,11,0,0,5.395610556,230.015981,1122.653549,4,5,4,5,3,4,5,4
2454,0.0,1.0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1404,1.0,24.0,33186.785,13.42745818,12,0,0,2.9302765689999997,243.0022336,868.2420268,2,2,2,4,4,3,3,3
2455,0.0,1.0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,5430,3.0,55.0,45830.71,11.81047895,13,2,0,5.236569752,162.9665224,3382.4240000000004,3,3,4,5,4,4,4,4
2456,0.0,1.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1488,3.0,53.0,20415.05,39.20633476,8,1,0,1.293544106,157.9977896,712.4768186000001,3,2,3,4,4,2,3,3
2457,0.0,1.0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,428,1.0,53.0,33186.785,12.81305079,13,0,0,1.7647797580000002,138.48298789999998,826.331106,2,3,3,5,2,3,4,4
2458,0.0,1.0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,27454,0.0,55.0,32193.76,4.7554496639999995,12,0,0,15.44589563,183.7345996,1983.9079920000001,4,4,5,3,5,2,4,4
2459,0.0,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,30873,1.0,73.0,22663.77,13.70651605,11,1,0,16.56317089,126.4850014,1881.485804,4,5,4,3,3,4,4,4
2460,0.0,0.0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,706,3.0,79.0,43925.68,9.768661137,8,2,0,8.939476956,154.0712415,1588.984136,5,4,5,3,3,6,4,4
2461,0.0,1.0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,28234,2.0,53.0,33186.785,12.23746625,11,1,0,5.9717004010000005,152.7830493,1290.155524,3,3,4,2,4,3,2,3
2462,0.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,7496,0.0,23.0,68335.57,9.142110948,9,1,0,26.15019146,134.50358980000001,2320.7859120000003,3,3,3,3,4,4,4,3
2463,0.0,1.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,10873,6.0,49.0,48414.97,13.03520684,15,1,0,17.84057746,140.10479180000002,2373.467756,3,2,2,4,2,3,3,5
2464,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,14892,0.0,32.0,33186.785,7.471176237000001,11,1,1,36.19603,112.0200328,1068.577042,1,3,4,2,5,2,3,4
2465,0.0,1.0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,742,0.0,53.0,58940.98,9.554666845,10,2,1,3.761060516,197.7038851,1151.905186,5,5,4,4,4,3,5,3
2466,0.0,1.0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,763,1.0,53.0,19498.34,16.60136369,11,0,1,16.39746968,130.4343297,2207.805016,4,5,2,4,4,4,4,6
2467,0.0,1.0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,23761,1.0,37.0,69988.77,13.40961789,18,0,2,11.61284477,197.723954,1839.1626649999998,2,2,4,2,3,2,3,3
2468,0.0,1.0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1310,1.0,53.0,37908.68,5.961733101,15,5,2,19.12427558,186.585303,2392.010213,3,3,3,4,4,3,4,2
2469,0.0,1.0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,197,2.0,55.0,33186.785,11.37515545,6,1,1,13.85176145,192.6299043,1584.550026,4,4,4,5,4,3,3,3
2470,0.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,16503,1.0,53.0,31529.9,36.55369843,11,1,0,18.85719622,165.46731880000002,1819.5772399999998,3,2,2,3,3,4,4,2
2471,0.0,1.0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,5028,1.0,43.0,35706.95,15.27909127,11,1,1,10.08696605,140.9657631,1627.9594220000001,2,3,3,4,3,5,4,4
2472,0.0,1.0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,371,1.0,57.0,25408.07,15.47645473,14,0,0,1.895979018,152.09807990000002,716.6438092,3,5,4,5,5,2,2,3
2473,0.0,1.0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,54023,4.0,74.0,33186.785,14.08908286,12,2,0,2.4460643109999998,196.24613,1066.183659,5,3,3,3,3,3,5,4
2474,0.0,1.0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,2709,4.0,83.0,37471.31,10.76972707,8,1,0,2.4642752,176.0147342,1030.224777,3,2,4,4,2,2,5,2
2475,0.0,1.0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,212,1.0,43.0,33186.785,15.03848099,14,2,0,14.80348995,192.293254,1661.346466,3,3,3,4,3,4,3,4
2476,0.0,1.0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,33875,1.0,52.0,30227.9,10.50861152,19,2,2,8.040277589,183.3592879,3382.4240000000004,6,6,6,3,3,5,3,5
2477,0.0,1.0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1168,0.0,54.0,108135.12,38.35044754,14,0,0,6.453124247000001,179.14788719999999,792.1819969,3,4,3,3,3,3,4,4
2478,0.0,1.0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,3347,1.0,74.0,33186.785,12.79830218,7,0,0,20.13721765,217.789648,2083.650225,3,3,3,4,3,4,5,6
2479,0.0,1.0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,172,1.0,46.0,64898.06,10.34639187,14,4,0,4.35567735,243.1953557,1002.004764,2,3,3,3,2,3,3,3
2480,0.0,1.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,82,1.0,28.0,78472.21,13.44769915,12,2,1,16.04377236,131.3658126,2062.862632,3,3,3,4,4,3,4,6
2481,0.0,1.0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,332,3.0,43.0,31294.84,12.12791453,11,2,1,7.423630193999999,146.5832821,950.7941169,2,2,1,4,3,2,4,4
2482,0.0,1.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2056,4.0,20.0,33186.785,12.4356226,9,1,1,20.87424385,118.8326852,2497.7177070000002,5,4,4,4,4,4,6,3
2483,0.0,1.0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,519,1.0,53.0,33186.785,6.660230941,16,1,0,36.19603,201.69810900000002,1572.076515,3,2,2,5,3,5,4,5
2484,0.0,1.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1903,1.0,87.0,58015.78,11.32102097,12,1,0,9.000395802,140.653923,1462.964796,4,4,4,2,4,2,3,2
2485,1.0,1.0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,598,0.0,32.0,90699.09,12.39002898,19,2,0,36.19603,162.4659321,1457.580613,3,3,3,3,4,2,4,2
2486,0.0,1.0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,34639,1.0,84.0,76925.67,8.373541219,12,0,1,2.9199311710000004,141.46390569999997,899.976724,4,4,3,5,2,3,3,4
2487,0.0,1.0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2701,0.0,88.0,33186.785,16.54756834,6,1,0,36.19603,255.4769774,1966.201755,3,3,3,6,2,5,4,5
2488,0.0,1.0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,19578,8.0,18.0,33186.785,18.69047353,12,0,1,18.80980071,275.38345330000004,2596.374524,5,4,4,4,4,3,4,3
2489,0.0,1.0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,899,1.0,59.0,33186.785,8.194893265,12,1,0,15.92000504,199.6439332,2223.458561,5,4,5,3,3,2,3,3
2490,0.0,1.0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,199,4.0,29.0,33192.8,7.138756702,10,1,0,4.850879841999999,198.0665497,1131.7891880000002,2,2,2,3,3,3,3,3
2491,1.0,1.0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2308,1.0,50.0,33186.785,12.02189618,15,0,0,4.847411302,148.57575769999997,602.6894614,4,4,3,5,4,3,3,4
2492,1.0,1.0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,8489,1.0,29.0,33186.785,10.96673423,11,0,0,2.758575092,232.6180101,929.5655793,4,4,4,4,3,3,6,3
2493,0.0,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1544,1.0,40.0,35939.16,7.557614215,8,1,0,6.116651965,127.92262009999999,1123.647592,5,4,5,5,3,6,5,4
2494,0.0,1.0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,4201,0.0,46.0,14709.22,9.033496657999999,15,0,0,1.757260887,194.5006353,589.6405069,2,2,2,1,4,3,3,2
2495,0.0,1.0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1264,0.0,54.0,33186.785,7.646049436,14,1,1,16.8702773,211.2028235,2329.543371,4,4,4,3,4,4,5,3
2496,0.0,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,502,2.0,48.0,28100.13,8.807690382,14,0,0,16.66122935,180.86399430000003,3382.4240000000004,4,4,4,4,3,4,4,3
2497,0.0,1.0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,682,5.0,62.0,55888.81,8.539275617000001,9,1,0,12.61470866,152.93186509999998,2007.430866,3,3,3,2,4,3,3,2
2498,1.0,1.0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1129,2.0,53.0,33186.785,8.053136266000001,14,3,0,5.714936716,182.7122554,750.9484926,4,4,4,3,5,1,5,3
2499,0.0,1.0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1276,1.0,81.0,33186.785,12.990509800000002,4,0,0,2.3017721680000003,222.4753738,3382.4240000000004,4,3,4,3,5,3,3,4
2500,1.0,1.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,18141,1.0,60.0,36643.74,15.22030276,11,3,1,3.6271037560000003,139.3270548,459.97106449999995,4,4,4,4,3,3,4,4
2501,0.0,1.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,230,1.0,56.0,24503.85,7.141593179,12,3,0,12.00909196,153.1733819,1610.0271189999999,4,4,3,3,4,2,4,3
2502,0.0,1.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1583,1.0,53.0,33186.785,14.78950417,8,3,0,24.14281589,163.19167040000002,2391.497324,4,3,4,4,3,2,3,2
2503,1.0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,845,1.0,53.0,14741.19,8.271950685,10,1,1,19.1465558,170.3839011,1811.777309,3,3,3,4,3,4,3,4
2504,0.0,1.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,841,1.0,82.0,33186.785,9.505679605,14,0,1,22.14611333,162.7933183,2113.6917129999997,4,4,4,3,3,4,3,3
2505,0.0,1.0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,30141,7.0,66.0,33186.785,13.4031524,15,0,0,5.585003961,162.003691,936.2693881000001,3,3,3,5,1,5,4,5
2506,0.0,0.0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3033,1.0,36.0,33186.785,12.14708613,12,1,0,8.940084544,183.97904319999998,1204.76304,3,3,4,3,3,4,4,2
2507,1.0,1.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,338,1.0,53.0,5782.82,11.99933577,12,0,1,36.19603,120.60330970000001,2296.853164,4,4,3,4,4,4,3,2
2508,0.0,1.0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,12407,1.0,77.0,62989.06,2.311271989,9,1,0,27.45629648,162.6639484,2859.041314,4,5,3,5,3,7,4,5
2509,1.0,1.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,24785,0.0,53.0,47245.51,10.67276059,14,0,0,8.522052577,182.73298259999999,1123.252119,3,2,4,4,3,5,5,2
2510,0.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1026,1.0,43.0,35261.47,10.68848702,15,1,0,8.386908794,148.3173137,834.8359967,5,5,4,3,4,5,3,4
2511,0.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1757,1.0,31.0,33186.785,7.750098971,15,0,0,36.19603,159.5014726,3382.4240000000004,3,5,3,3,3,5,4,3
2512,0.0,1.0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,6922,1.0,27.0,32014.25,4.377412388,13,1,0,9.836215709,164.6947506,1700.5007030000002,3,5,3,4,4,2,3,4
2513,0.0,1.0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,159,4.0,40.0,18846.03,9.48450559,12,1,0,10.85169163,195.00300430000001,1864.9329870000001,4,5,3,4,5,3,3,4
2514,0.0,1.0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,346,2.0,36.0,26639.43,37.21123834,12,0,0,8.973181409,268.4914736,1367.5236320000001,3,1,3,5,3,3,2,3
2515,0.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,54023,1.0,64.0,17126.28,12.80918073,9,0,0,14.0480076,160.1049884,1507.684892,3,4,5,4,3,3,3,4
2516,1.0,1.0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,6694,0.0,80.0,31155.68,7.194311915,13,1,0,14.1759911,242.3271079,1663.204506,2,3,3,3,3,3,3,3
2517,0.0,1.0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,354,0.0,53.0,17089.71,4.181204693,13,3,0,8.619877264,200.0334119,1687.3014679999999,4,4,3,4,3,4,4,4
2518,0.0,1.0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,865,1.0,32.0,67354.4,5.138321582,10,2,1,17.91526623,148.1179105,2281.6329969999997,4,3,5,3,4,4,4,5
2519,0.0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1691,1.0,18.0,43415.81,12.04142013,18,1,1,8.11330749,150.85258000000002,1115.211468,3,4,3,5,4,4,5,3
2520,0.0,1.0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,3216,8.0,23.0,33186.785,13.69297718,12,0,2,12.52501916,207.62180690000002,3382.4240000000004,4,3,2,3,5,4,4,3
2521,0.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,579,0.0,57.0,57549.87,10.06652274,9,0,0,9.303687422000001,172.19200659999998,1547.513225,4,2,4,5,2,4,4,5
2522,1.0,1.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2931,0.0,76.0,14876.32,8.546808898,12,1,0,3.84058901,159.71232030000002,808.7858345,6,6,5,1,6,3,4,3
2523,0.0,1.0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,767,2.0,80.0,33186.785,13.97796137,14,1,0,5.142627526,233.390681,1045.919275,5,4,4,2,4,4,4,4
2524,0.0,1.0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,24447,0.0,47.0,21028.18,13.45147316,10,0,1,2.067128027,254.5011829,864.371328,4,4,4,3,3,4,3,3
2525,0.0,1.0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4879,0.0,22.0,901.21,12.56797169,15,1,1,18.96847612,180.15228190000002,1811.8843559999998,2,1,1,3,4,2,4,4
2526,0.0,1.0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,6197,0.0,74.0,71373.4,12.54239745,11,1,0,2.58916459,252.6560792,662.5967184,4,2,3,3,4,4,3,5
2527,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,4981,0.0,30.0,90664.75,10.62610991,11,1,0,2.362662578,112.0277087,254.7465501,2,1,3,2,4,2,1,3
2528,0.0,1.0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,548,1.0,33.0,23553.75,35.52813914,14,0,0,5.585806547000001,212.2429091,1036.098256,3,4,4,4,3,4,4,5
2529,0.0,1.0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1719,3.0,53.0,25340.62,8.287168569,10,0,2,36.19603,143.15305159999997,2062.922234,3,3,3,4,5,3,2,4
2530,0.0,1.0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,535,1.0,53.0,33186.785,6.560434027,8,0,0,18.52899944,254.6319693,2600.878739,4,4,3,4,3,5,6,3
2531,0.0,1.0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,3845,1.0,53.0,55179.21,6.113698563,9,1,0,14.3921285,189.7583017,1765.0730780000001,3,4,3,4,3,4,3,4
2532,0.0,0.0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,4649,6.0,39.0,33186.785,12.56101007,16,0,1,8.457033806,219.96484449999997,1498.783318,4,4,5,2,4,3,2,3
2533,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3118,2.0,53.0,33186.785,13.35017764,10,0,2,9.245889857,79.47529892,804.9040342000001,4,4,3,3,4,4,3,3
2534,1.0,1.0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2301,8.0,53.0,33186.785,8.319545874,13,1,1,36.19603,162.69913459999998,950.4411542000001,4,4,4,4,5,3,3,4
2535,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,4832,4.0,53.0,62362.09,35.97534628,12,1,2,3.680184549,164.5251791,587.7258611000001,3,3,3,3,4,4,4,4
2536,0.0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,39850,0.0,42.0,34835.04,6.110382969,11,1,0,16.82081288,146.2972581,1559.752741,4,4,5,5,4,3,5,4
2537,0.0,1.0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,32572,2.0,53.0,23000.55,5.403943742999999,10,1,2,1.025578983,184.7730368,570.4516207,4,4,5,4,2,5,5,4
2538,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,364,0.0,55.0,13683.98,10.98351108,14,2,0,15.02441469,106.1034895,3382.4240000000004,3,3,5,3,2,3,4,2
2539,1.0,1.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,23474,1.0,48.0,20236.81,11.19982059,10,0,0,2.440244361,179.01082590000001,3382.4240000000004,3,2,2,4,4,2,5,3
2540,1.0,1.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1401,0.0,24.0,40019.17,9.800003168,16,1,0,7.409026972,128.2951379,1280.53691,3,3,2,3,5,3,3,5
2541,0.0,1.0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,684,2.0,53.0,28664.45,5.240172535,9,0,0,3.148665056,150.106898,1025.253482,2,3,3,3,4,5,3,5
2542,0.0,1.0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,6275,0.0,53.0,22793.73,12.90392573,13,0,1,29.62965856,208.40193430000002,2913.8425780000002,3,3,2,2,4,3,3,4
