,Has_Port_Modem,Has_Multiple_Lines,Has_Online_Backup,Has_Streaming_TV,Has_Streaming_Movies,Churn,Area_Suburban,Area_Urban,Gender_Male,Gender_Prefer not to answer,Contract_Term_One year,Contract_Term_Two Year,Internet_Service_Type_Fiber Optic,Internet_Service_Type_None,Payment_Method_Type_Credit Card (automatic),Payment_Method_Type_Electronic Check,Payment_Method_Type_Mailed Check,Avg_Bandwidth_GB_Usage_Per_Year,Population_Within_A_Mile,Children_Count,Age,Income,Outage_Seconds_Per_Week,Email_Sent_To_Customer_Count,Technical_Support_Contacted_Count,Yearly_Equip_Failure_Count,Tenure,Avg_Monthly_Charge,Timely_Response_Survey_Item,Timely_Fixes_Survey_Item,Timely_Replacements_Survey_Item,Reliability_Survey_Item,Options_Survey_Item,Respectful_Response_Survey_Item,Courteous_Exchange_Survey_Item,Evidence_Of_Active_Listening_Survey_Item
552,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,3382.4240000000004,4030,3.0,25.0,77622.97,6.321667861,6,1,1,36.19603,224.98953030000004,3,4,2,5,3,4,3,3
553,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1883.962411,18829,3.0,52.0,86411.28,6.3277546,10,1,1,10.40161068,203.1916122,3,3,5,3,3,4,4,4
554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1808.501398,3281,10.0,53.0,46353.07,11.50448788,14,4,1,11.40192641,127.78529640000002,2,2,2,4,2,3,3,3
555,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,844.8711719,74971,1.0,88.0,62359.81,11.07574665,15,0,0,7.604093453,163.2894665,2,4,3,3,5,3,3,2
556,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1215.114995,1593,0.0,59.0,19942.74,9.707994707000001,8,1,1,12.85397739,104.55153370000001,4,4,4,4,2,4,4,4
557,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,382.5347203,11923,1.0,53.0,33186.785,8.905094576,13,1,1,1.4109712369999998,170.0664764,3,3,2,5,3,3,4,3
558,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3382.4240000000004,36282,3.0,83.0,10818.08,9.12197773,16,0,0,8.874920206,160.04549430000003,4,3,4,4,3,4,3,5
559,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,851.1414085000001,26448,0.0,88.0,33165.9,12.46418732,14,2,1,6.013261132,219.01580230000002,5,5,3,7,2,6,4,4
560,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1762.075547,46,1.0,53.0,25819.56,7.386748872999999,12,1,0,9.306233406,245.2352855,3,2,2,4,3,2,4,2
561,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1350.716866,1123,0.0,53.0,33186.785,12.46702435,11,0,0,4.902104963999999,176.5504091,4,3,2,4,4,4,3,4
562,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1052.0420789999998,3067,3.0,23.0,33186.785,8.018029067,11,1,1,1.894776657,160.60373080000002,5,5,4,4,4,3,3,4
563,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1159.6780939999999,1547,3.0,55.0,69662.99,6.580007887000001,10,2,0,5.204111135,146.70694819999997,3,4,5,4,3,3,4,4
564,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,338.2592053999999,7216,1.0,43.0,54674.22,8.697793202,14,3,0,1.3750131890000001,134.3371378,2,3,3,4,4,2,2,3
565,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,851.811469,1012,1.0,61.0,16706.02,12.51498909,9,1,1,1.387575524,128.8241399,3,2,4,2,4,3,4,5
566,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,669.0040793,3519,1.0,38.0,31980.81,14.11394391,11,1,0,2.6856774960000003,186.85616389999998,4,2,4,3,3,2,4,3
567,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,910.210446,316,4.0,28.0,41955.27,13.303460000000001,9,4,0,5.511437756,138.7411409,4,4,3,3,2,5,5,3
568,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1981.9541329999997,1715,0.0,53.0,57107.43,4.573556897,10,1,2,16.58244758,181.6779727,3,4,3,5,3,2,3,4
569,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1695.851887,2223,1.0,22.0,33186.785,16.82294618,13,1,0,14.17620441,173.9157801,3,3,3,4,5,5,2,5
570,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1305.953642,463,1.0,34.0,65191.79,9.802627267,12,0,0,10.81527088,164.4242271,4,4,4,3,6,4,3,4
571,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1950.8868969999999,949,0.0,28.0,35947.74,5.781821229,14,3,0,20.01892414,136.2144084,3,2,3,5,2,3,4,3
572,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1631.872719,645,6.0,83.0,23022.97,11.35490876,17,0,0,6.956508263,220.49140330000003,3,3,3,2,4,3,2,4
573,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,954.6181316,5548,1.0,86.0,33529.19,7.507566253999999,16,2,1,8.274610767,158.4779198,5,4,4,4,4,4,3,3
574,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,957.753476,17502,3.0,79.0,73378.99,7.124397557000001,18,0,0,6.786723844,160.488807,3,4,3,1,6,3,1,2
575,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1057.571757,944,1.0,53.0,3504.7,8.994853902000001,8,0,0,36.19603,275.26509439999995,4,3,3,3,3,4,3,4
576,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1277.521575,3242,0.0,53.0,20125.41,8.66936449,11,0,0,10.19243185,194.78479040000002,3,3,3,6,2,5,5,5
577,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,327.66225330000003,63318,1.0,84.0,33186.785,9.017322593,16,2,0,3.998433243,125.16309709999999,5,5,5,5,3,4,4,6
578,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1193.589255,21763,1.0,35.0,21801.03,10.29889435,9,0,1,4.964368923,90.27592978,5,5,5,4,2,4,5,7
579,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1252.1557710000002,1110,4.0,26.0,15518.51,9.647901047000001,7,1,2,5.884557067,229.763463,5,5,4,4,3,5,5,4
580,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,261.1185652,6257,0.0,41.0,33186.785,7.796935641,13,0,1,1.0846561129999999,149.226974,3,3,2,4,2,3,4,3
581,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,3382.4240000000004,1627,1.0,50.0,30944.95,11.94030681,14,0,0,7.21126107,180.264666,3,3,3,3,4,3,4,4
582,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1080.597617,7080,1.0,34.0,80906.28,15.32418118,11,2,0,2.140387928,173.10027119999998,4,4,3,3,4,3,2,3
583,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1262.007891,447,1.0,53.0,39281.35,13.99530084,12,0,0,7.931439645,204.2785295,4,4,4,5,3,3,4,4
584,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1713.178075,535,1.0,53.0,14536.31,15.40683551,10,2,0,14.08939653,212.4134248,3,5,3,3,3,3,3,2
585,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1264.7605740000001,27981,1.0,53.0,33186.785,6.945395046,8,1,1,36.19603,184.7387845,4,4,4,5,3,4,4,3
586,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1356.299478,7244,1.0,85.0,33186.785,13.07163039,15,0,1,6.951491551,199.93132319999998,4,3,1,4,3,4,5,3
587,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,386.0863102,32539,0.0,58.0,46426.0,8.53788571,15,2,0,36.19603,114.09559440000001,5,4,5,2,5,3,3,4
588,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1299.0662140000002,30975,1.0,37.0,24903.99,7.1945071789999995,5,0,0,11.85998919,135.3138749,4,4,5,3,5,3,3,5
589,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,278.5411418,46581,1.0,71.0,82554.24,3.643334931,18,1,0,3.113737885,92.00899337,3,3,3,2,5,3,3,3
590,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1014.311651,1480,0.0,63.0,33186.785,12.59306287,10,1,0,36.19603,136.99651819999997,4,3,3,4,3,4,5,4
591,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1511.1151949999999,85,0.0,47.0,33186.785,9.296336445,7,1,1,11.41238102,138.58532019999998,3,4,3,2,4,6,3,4
592,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1795.270512,61572,2.0,80.0,33186.785,10.28180131,10,0,3,15.37990405,206.9305175,2,3,2,3,4,2,1,3
593,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,551.1855922,11923,3.0,53.0,2374.22,11.95052865,13,2,0,3.775528995,115.00574040000001,3,4,4,4,5,2,3,5
594,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1051.833922,4631,3.0,28.0,33186.785,7.396291002000001,13,0,1,36.19603,207.6609044,2,2,4,5,3,4,4,2
595,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,567.3663629,6924,4.0,53.0,21168.49,6.203607975,18,2,0,2.843930975,133.8291483,3,4,3,4,3,4,3,2
596,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1614.036609,1124,2.0,53.0,74026.91,7.963111045,15,1,1,36.19603,239.8777565,3,4,3,3,3,3,5,4
597,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,771.6292755,221,2.0,53.0,33186.785,37.34661424,11,1,0,4.768869377,176.8101224,2,3,3,3,5,4,3,4
598,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1329.158978,51069,1.0,80.0,42659.99,10.97996169,10,0,0,14.57312339,137.4697851,5,4,5,1,4,4,4,3
599,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1929.0673800000002,20696,4.0,66.0,15253.93,9.844970162000001,14,2,0,17.28022598,205.8672445,3,4,4,3,4,3,4,4
600,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1845.8306719999998,8144,9.0,26.0,29353.41,7.540216339,11,0,0,16.1217624,149.76558640000002,5,5,5,2,4,4,3,4
601,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,909.6827162000001,353,1.0,56.0,35089.38,8.923840401,12,0,1,2.437089876,139.2116263,2,3,3,3,3,2,4,2
602,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,3382.4240000000004,7564,1.0,69.0,75443.13,11.18400681,12,1,2,5.822867455,197.90033190000003,3,3,3,3,4,2,1,2
603,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1602.254193,667,0.0,73.0,55081.63,8.280898385,12,1,0,16.18199957,152.3181988,3,4,5,1,5,3,3,4
604,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1435.057667,33287,1.0,55.0,33186.785,10.80468602,9,1,0,14.46037646,140.54469819999997,4,4,4,4,3,3,3,2
605,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,729.7054333,7256,2.0,53.0,29361.24,16.43988004,13,3,1,1.504124801,229.6099238,6,5,5,3,4,4,3,4
606,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1290.274294,2878,1.0,71.0,26164.5,39.4837076,15,0,0,7.7373532439999995,169.6804607,3,3,2,3,3,3,5,5
607,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1200.010955,2737,1.0,26.0,60231.84,8.409958628,13,0,1,4.109952242,158.64468530000002,2,2,2,3,4,2,2,2
608,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,3382.4240000000004,11528,1.0,71.0,33186.785,10.08272072,13,0,1,36.19603,240.456242,4,4,4,3,4,5,4,4
609,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1178.437008,21434,0.0,51.0,44316.41,15.97287241,10,2,0,4.440328327,173.1513879,2,3,3,4,3,4,3,6
610,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1321.193696,4370,1.0,89.0,51090.87,13.20713626,13,2,0,12.384831199999999,169.0529335,4,4,3,4,3,4,4,4
611,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,821.4684599,2780,1.0,58.0,58324.01,13.62526627,9,3,2,6.396338897000001,151.233795,2,3,3,4,3,4,2,2
612,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,986.2673645,4757,2.0,46.0,48137.75,11.32181717,10,1,0,10.03212915,135.0692532,3,5,5,4,2,5,4,4
613,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,587.5381530000001,30522,1.0,19.0,19639.83,5.157274322,11,1,1,2.62036784,159.6330495,3,4,4,6,3,4,4,2
614,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,3382.4240000000004,1178,1.0,53.0,27259.78,12.624824900000002,13,2,1,3.7950860860000004,232.51600240000002,4,3,4,4,5,3,5,4
615,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,520.606284,9906,1.0,78.0,86897.5,11.60698494,10,2,0,3.149071183,149.98697019999997,3,3,4,4,3,3,3,4
616,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1138.169594,4278,0.0,51.0,27537.94,5.749549022999999,16,2,1,3.4840004369999997,185.0100869,2,3,3,2,6,2,2,2
617,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,829.9759818,8307,0.0,65.0,8690.46,12.48337891,16,0,0,5.770302149,182.4216382,3,3,4,4,3,4,4,5
618,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,477.2500925,2909,1.0,37.0,33186.785,16.9996509,13,1,0,2.981008475,160.6734108,2,3,2,4,3,3,3,3
619,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,944.3304649,608,0.0,53.0,28790.03,9.339672376000001,12,1,1,9.14991493,146.83047380000002,3,4,4,4,5,3,3,6
620,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1499.600891,652,1.0,84.0,33186.785,12.83209941,14,0,0,11.38939562,244.57446800000002,2,1,2,3,3,2,3,3
621,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3382.4240000000004,45193,1.0,43.0,14900.46,10.99339536,10,2,3,1.4451484069999998,163.41735669999997,3,2,3,3,4,3,1,4
622,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1035.0273300000001,501,2.0,34.0,37552.96,12.73693002,17,3,0,6.143856241,173.306468,5,5,4,1,5,3,5,5
623,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1281.923094,319,2.0,48.0,33186.785,14.32081713,7,2,0,5.981775914,140.5652266,4,4,4,6,2,3,5,5
624,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3382.4240000000004,4946,1.0,56.0,15621.76,39.20904978,13,1,0,2.08299524,173.4415571,5,5,3,4,3,4,4,3
625,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,894.6261939999999,341,0.0,53.0,12782.07,3.8109365019999997,16,2,1,7.110141173,148.50135749999998,4,4,4,4,4,3,5,3
626,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1045.360604,4487,2.0,55.0,14331.34,9.11692248,10,0,0,3.041138012,273.70433760000003,4,4,4,4,4,5,5,4
627,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1829.923575,20825,1.0,35.0,25934.55,36.40287,11,2,0,15.37394197,159.84010980000002,1,2,3,3,4,3,2,4
628,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,838.8374504,646,0.0,18.0,37860.79,12.53690933,7,0,1,3.905351198,197.888938,4,4,3,4,3,4,4,6
629,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,688.2231899,3313,0.0,38.0,99007.42,4.416331746,10,3,2,3.838043219,149.2859595,5,4,4,3,5,4,3,3
630,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,927.5974127000001,27419,1.0,55.0,49915.86,12.34906216,14,2,1,5.141923371,184.6509023,3,2,3,4,2,6,5,5
631,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,2031.2665559999998,4406,2.0,81.0,33186.785,15.27540045,13,1,1,19.17821675,209.619672,5,6,6,5,4,5,6,5
632,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1241.892931,1166,0.0,55.0,22322.51,12.45330856,15,2,1,12.36979696,140.4631045,3,2,2,3,4,3,3,4
633,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1662.516242,24983,0.0,53.0,67019.55,13.3588022,14,1,0,36.19603,221.19786639999998,3,4,3,3,4,2,2,2
634,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,857.6130333999998,2885,0.0,80.0,61436.18,8.121239615,12,1,0,3.7699890380000003,242.596623,4,4,4,5,3,4,4,5
635,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1640.244176,6137,1.0,36.0,83705.06,7.602481977999999,11,1,0,9.126959742,154.2263116,3,4,3,4,5,4,4,4
636,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,991.424632,1251,6.0,42.0,33186.785,8.991293307000001,12,1,1,2.6841510790000003,140.33310780000002,3,3,4,4,3,2,4,3
637,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,2895.881802,471,4.0,44.0,36699.84,9.030804635,9,1,0,36.19603,244.74058650000003,4,5,5,4,3,5,4,5
638,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1396.347808,171,2.0,24.0,33186.785,11.1437285,11,1,1,4.676474348,187.6913469,4,3,4,3,4,4,2,3
639,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,640.3809858,2348,1.0,39.0,33186.785,7.08029092,13,0,1,4.065555679,159.56220119999998,3,3,4,3,3,4,4,3
640,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,2072.694492,6464,3.0,68.0,49252.56,13.01680162,9,1,1,19.95372925,192.14121730000002,4,5,4,3,4,2,2,3
641,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1001.860025,1869,1.0,83.0,8497.8,9.14868953,8,0,1,4.241019424,171.23954819999997,3,2,4,2,4,3,3,2
642,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1669.613093,22574,1.0,53.0,56574.39,38.39725432,11,1,1,14.02310297,232.9759122,4,4,4,4,2,4,5,5
643,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,878.627791,11908,1.0,47.0,58297.91,10.4024005,10,0,0,1.042140757,222.78115499999998,4,4,4,4,3,4,4,4
644,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,558.9953054,54150,2.0,59.0,33186.785,9.050125324,10,1,0,4.4832515289999995,159.45933380000002,3,3,4,5,3,3,3,4
645,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,570.1301629,30,1.0,28.0,18410.16,40.82805855,14,1,0,2.768037617,191.37602569999999,5,4,4,5,3,4,4,4
646,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3382.4240000000004,44647,1.0,81.0,85742.06,10.86469377,8,1,0,6.357562637000001,152.3659226,3,4,3,4,3,4,5,3
647,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1219.21915,385,2.0,69.0,33186.785,13.89973272,8,1,0,7.748370205,187.6498691,4,4,5,3,4,3,2,1
648,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1000.051774,1437,1.0,77.0,20485.31,14.55652875,10,1,0,6.90648504,185.1283909,2,3,3,5,2,2,2,2
649,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,3382.4240000000004,680,1.0,26.0,24166.24,14.20072701,10,0,0,11.80191083,128.3156139,4,4,4,3,5,4,4,3
650,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,2245.4764609999997,699,1.0,53.0,60415.32,9.985850757,16,0,0,20.75499393,221.6065596,5,4,5,3,4,4,3,5
651,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1243.4782369999998,13678,2.0,50.0,40667.47,7.362684537000001,17,0,0,10.57261422,162.0033494,5,3,5,4,2,4,3,5
652,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1502.6770720000002,3696,1.0,46.0,29876.17,9.829175787,10,0,0,5.260136013,246.91225950000003,2,2,4,4,1,5,3,3
653,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,3249.4179440000003,24013,3.0,40.0,22790.72,11.38443892,13,1,0,28.38835566,163.89250330000002,3,4,3,4,1,6,3,3
654,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,3382.4240000000004,2465,5.0,53.0,67828.98,11.77140863,13,4,0,2.451160296,148.43100890000002,2,3,2,4,4,3,3,3
655,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,708.0622854,39641,1.0,68.0,94520.02,2.199486731,11,1,0,7.243986575,146.170473,5,4,5,3,4,3,4,4
656,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1075.001724,204,4.0,82.0,172884.11,7.276379259,10,1,1,1.876407503,183.615716,2,2,2,4,1,4,4,2
657,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,847.7321161,27790,1.0,83.0,45301.07,16.66064364,17,1,0,36.19603,172.7774169,4,3,3,4,2,3,2,3
658,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1967.957184,5176,1.0,21.0,13673.66,3.9244854119999997,13,2,0,11.24483017,200.4274266,5,5,4,3,5,3,4,1
659,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1066.193338,4478,1.0,43.0,33186.785,9.382781031,14,0,0,6.735352382,91.10094128,4,3,5,4,4,4,2,4
660,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,961.1315870999999,20586,1.0,53.0,47738.37,11.45739979,11,1,0,5.991017375,215.13909180000002,3,4,3,4,3,3,1,2
661,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1639.1977029999998,63,3.0,82.0,33186.785,9.074068986,10,0,0,36.19603,126.1299989,4,4,4,3,3,4,3,2
662,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1200.8539369999999,53140,0.0,48.0,70806.33,15.15448873,18,0,0,10.28281832,120.06747639999999,3,3,3,3,4,4,3,3
663,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,2562.992759,3993,4.0,79.0,33186.785,13.596274800000002,13,0,1,19.21689293,210.741835,2,3,4,4,3,2,3,3
664,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1766.503802,418,1.0,33.0,50601.07,9.496479884,9,0,0,11.34954445,141.94581019999998,3,4,4,3,3,5,5,3
665,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,333.3304389,1627,2.0,53.0,111380.52,35.50576422,15,0,0,1.846161288,110.35512220000001,3,2,3,3,3,4,2,5
666,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1561.128541,791,1.0,53.0,30774.73,8.377755231,12,1,0,14.86270396,135.1002019,4,3,3,2,4,2,3,3
667,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,323.972804,6407,0.0,53.0,12428.24,2.71102731,7,1,0,36.19603,134.2283556,5,5,4,3,3,4,6,5
668,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1643.91894,2440,1.0,44.0,33186.785,6.88971486,8,2,1,36.19603,103.6318064,5,5,4,3,4,4,5,4
669,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,406.5230396,12709,3.0,74.0,50806.21,12.82639344,11,3,0,3.7013892999999998,103.1831044,5,5,6,3,4,6,5,5
670,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,932.1606254000001,64,4.0,31.0,33186.785,11.27364477,19,1,2,5.261502169,160.5170814,2,4,3,4,4,4,3,2
671,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,906.7867988,798,1.0,60.0,43636.68,7.8145789610000005,11,1,0,7.279044337,159.1384413,3,3,2,2,5,2,3,3
672,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1737.3545789999998,8538,1.0,18.0,44349.71,7.311172322000001,13,2,0,13.80323806,90.94466851,3,2,4,4,3,3,3,4
673,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1986.939234,1271,2.0,84.0,37376.03,11.01733717,14,2,0,15.92219451,254.81602540000003,5,5,4,3,3,5,5,3
674,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,532.0660282,1181,4.0,68.0,60317.8,9.382968355,14,1,1,3.525858481,160.094869,4,5,4,2,5,2,4,4
675,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1014.45747,11371,2.0,86.0,72436.33,7.823406029,11,0,0,9.85591776,169.8450586,3,4,4,4,3,4,3,4
676,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,871.2907856,46,0.0,73.0,54937.5,39.91097801,13,1,1,9.75910234,155.34474609999998,4,3,4,3,3,3,3,3
677,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,794.8748353,18617,3.0,46.0,33186.785,10.17252556,9,1,0,5.506476096,95.08448022,2,3,3,4,4,3,4,2
678,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,949.785575,6328,1.0,19.0,33186.785,16.10562652,13,2,0,6.999864982,135.64972230000004,3,4,4,4,3,4,4,3
679,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1751.7481670000002,5955,0.0,27.0,37415.85,8.37547326,14,0,0,36.19603,112.510999,2,4,1,3,3,1,2,2
680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,954.4058631000001,846,1.0,76.0,114609.0,8.226637607,9,1,1,7.320050181,92.53947933,5,4,5,3,4,3,3,2
681,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1390.292533,6911,1.0,56.0,90059.86,8.656572831,10,0,0,8.886453729,127.236577,3,2,3,3,3,3,4,3
682,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2283.6922219999997,0,2.0,42.0,33186.785,14.65967552,12,3,1,36.19603,130.64446940000002,3,4,3,3,4,4,4,4
683,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,625.2785223,26601,0.0,53.0,19288.27,11.35801979,12,1,0,7.847288476,111.8657354,2,3,2,3,4,3,3,4
684,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,3382.4240000000004,145,7.0,42.0,33186.785,7.177150257,14,0,0,10.8040205,211.4566983,2,3,3,3,3,2,3,2
685,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1307.965782,2097,0.0,53.0,33186.785,33.0214399,12,0,0,7.798523157999999,249.5569684,3,2,3,6,4,3,4,2
686,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1554.4167730000001,25901,1.0,27.0,16593.59,4.767109315,11,0,1,9.586248224,148.3988529,4,4,4,4,4,4,3,3
